Distributor Location Code|Distributor Location Name|Distributor Sales Rep Number|Distributor Sales Rep Name|Diversey Rebate Contract Number|Distributor Invoice Number|Date Shipped|Customer Bill-To Account Number|Customer Bill-To Name|Bill-To Address|Bill-To Address2|Bill-To City|Bill-To State|Bill-To Zip|Customer Ship-To Account Number|Customer Ship-To Name|Ship-To Address|Ship-To Address2|Ship-To City|Ship-To State|Ship-To Zip|Diversey Product Code|Diversey Product Description|Quantity|Rebate Amount Requested|UOM|Distributor Extended Cost|Dist SKU code|User Field 1 Code|User Field 1 Description|User Field 2 Code|User Field 2 Description|SIC|HIN
1|Empire Paper|||50025713|696869|2022-01-21|C115260|Willis Knighton Medical Center||||||35789|Willis Knighton-WKMC 01.8000|2600 GREENWOOD RD||SHREVEPORT|LA|71103|5546264|BOWL CLNR,CREW NA,J-F,2/2.5LT|2|22.08|CS||SCJ5546264||||||
1|Empire Paper|||50025713|697584|2022-01-25|C115260|Willis Knighton Medical Center||||||35789|Willis Knighton-WKMC 01.8000|2600 GREENWOOD RD||SHREVEPORT|LA|71103|94995295|CLNR,EMEREL MS CREME,12/32OZ|2|12.32|CS||DRK94995295||||||
1|Empire Paper|||50025713|697585|2022-01-25|C115260|Willis Knighton Medical Center||||||35799|Willis Knighton-PCC 07.8000|2715 ALBERT L BICKNELL DR||SHREVEPORT|LA|71103|4743|DISINF,VIREX TB RTU,12QT/CS|2|11.86|CS||DRK04743||||||
1|Empire Paper|||50025713|697602|2022-01-25|C115260|Willis Knighton Medical Center||||||34844|WK Warehouse-WKGS 01.8040|2628 PORTLAND AVE||SHREVEPORT|LA|71103|100949179|DEOD,GOOD SENSE,TGARDEN,6/16OZ|1|7.77|CS||DRK100949179||||||
1|Empire Paper|||50025713|697603|2022-01-25|C115260|Willis Knighton Medical Center||||||35791|Willis Knighton-WKB 03.8000|2400 HOSPITAL DR||BOSSIER CITY|LA|71111|94995295|CLNR,EMEREL MS CREME,12/32OZ|1|12.32|CS||DRK94995295||||||
1|Empire Paper|||50025713|697603|2022-01-25|C115260|Willis Knighton Medical Center||||||35791|Willis Knighton-WKB 03.8000|2400 HOSPITAL DR||BOSSIER CITY|LA|71111|95104811|FINISH,HIGH MILEAGE BIB,5GL/CS|1|24.37|CS||DRK95104811||||||
1|Empire Paper|||50025713|697603|2022-01-25|C115260|Willis Knighton Medical Center||||||35791|Willis Knighton-WKB 03.8000|2400 HOSPITAL DR||BOSSIER CITY|LA|71111|94970590|POLISH,DEEP GLOSS,SS,12/16OZ|1|12.4|CS||DRK94970590||||||
1|Empire Paper|||50025713|697603|2022-01-25|C115260|Willis Knighton Medical Center||||||35791|Willis Knighton-WKB 03.8000|2400 HOSPITAL DR||BOSSIER CITY|LA|71111|4329|DISINF,VIREX II 256,J-F,2/2.5L|1|14.86|CS||SCJ04329||||||
1|Empire Paper|||50025713|697603|2022-01-25|C115260|Willis Knighton Medical Center||||||35791|Willis Knighton-WKB 03.8000|2400 HOSPITAL DR||BOSSIER CITY|LA|71111|904969|DEOD,GOOD SENSE,APL,J-F,2/2.5L|1|34.11|CS||DRK904969||||||
1|Empire Paper|||50025713|698138|2022-01-27|C115260|Willis Knighton Medical Center||||||34844|WK Warehouse-WKGS 01.8040|2628 PORTLAND AVE||SHREVEPORT|LA|71103|94970590|POLISH,DEEP GLOSS,SS,12/16OZ|1|12.4|CS||DRK94970590||||||
1|Empire Paper|||50025713|698620|2022-01-31|C115260|Willis Knighton Medical Center||||||35790|Willis Knighton-WKS 02.8000|2510 BERT KOUNS INDUSTRIAL LOOP||SHREVEPORT|LA|71118|95104811|FINISH,HIGH MILEAGE BIB,5GL/CS|2|24.37|CS||DRK95104811||||||
1|Empire Paper|||50025713|698620|2022-01-31|C115260|Willis Knighton Medical Center||||||35790|Willis Knighton-WKS 02.8000|2510 BERT KOUNS INDUSTRIAL LOOP||SHREVEPORT|LA|71118|95547355|STRIPPER,PRO STRIP,J-F,2/2.5LT|2|25.84|CS||DRK95547355||||||
1|Empire Paper|||50001519|694435|2022-01-10|C115487|Golden Plains Community Hospital||||||35390|Golden Plains Community Hospital|100 MEDICAL DR||BORGER|TX|79007|4578|BOWL CLNR,CREW CLING,12/32OZ|2|2.55|CS||DRK04578||||||
1|Empire Paper|||50001519|695738|2022-01-17|C115487|Golden Plains Community Hospital||||||35390|Golden Plains Community Hospital|100 MEDICAL DR||BORGER|TX|79007|3062637|DISINF,VIREX II 256,RTD,2/1.5L|2|7.49|CS||SCJ3062637||||||
1|Empire Paper|||50001519|698522|2022-01-31|C115487|Golden Plains Community Hospital||||||35390|Golden Plains Community Hospital|100 MEDICAL DR||BORGER|TX|79007|4578|BOWL CLNR,CREW CLING,12/32OZ|2|2.55|CS||DRK04578||||||
1|Empire Paper|||50001519|698522|2022-01-31|C115487|Golden Plains Community Hospital||||||35390|Golden Plains Community Hospital|100 MEDICAL DR||BORGER|TX|79007|3062637|DISINF,VIREX II 256,RTD,2/1.5L|1|7.49|CS||SCJ3062637||||||
1|Empire Paper|||50004426|693790|2022-01-06|C115803|Choctaw Memorial Hospital||||||36041|Choctaw Memorial Hospital|1405 E KIRK ST||HUGO|OK|74743|100839776|WWASH,SUMA PAN-CLEAN,JF,2/2.5L|2|6.64|CS||DRK100839776||||||
1|Empire Paper|||50053811|693187|2022-01-04|C114798|OSU Medical Center||||||33809|OSU MC - Receiving|744 W 9TH ST||TULSA|OK|74127|101102926|DISINF,VIREX PLUS,J-F,2/2.5L|3|18.3|CS||DRK101102926||||||
1|Empire Paper|||50053811|693310|2022-01-04|C106073|Carillon||||||25583|Carillon|1717 NORFOLK AVE BLDG B||LUBBOCK|TX|79416|94995295|CLNR,EMEREL MS CREME,12/32OZ|2|2.59|CS||DRK94995295||||||
1|Empire Paper|||50053811|693796|2022-01-06|C111522|MSI Health Care||||||32373|New Hope Retirement & Care Center|1220 E ELECTRIC AVE||MCALESTER|OK|74501|4329|DISINF,VIREX II 256,J-F,2/2.5L|2|8.97|CS||SCJ04329||||||
1|Empire Paper|||50053811|693797|2022-01-06|C111522|MSI Health Care||||||32373|New Hope Retirement & Care Center|1220 E ELECTRIC AVE||MCALESTER|OK|74501|4329|DISINF,VIREX II 256,J-F,2/2.5L|2|8.97|CS||SCJ04329||||||
1|Empire Paper|||50053811|693798|2022-01-06|C111522|MSI Health Care||||||32373|New Hope Retirement & Care Center|1220 E ELECTRIC AVE||MCALESTER|OK|74501|904271|DEOD,STENCH/STAIN DIGST,6QT/CS|1|16.49|CS||SCJ904271||||||
1|Empire Paper|||50053811|693812|2022-01-06|C111522|MSI Health Care||||||16926|Beare Manor Nursing Home|1300 NORTH DR||HARTSHORNE|OK|74547|4329|DISINF,VIREX II 256,J-F,2/2.5L|2|8.97|CS||SCJ04329||||||
1|Empire Paper|||50053811|693812|2022-01-06|C111522|MSI Health Care||||||16926|Beare Manor Nursing Home|1300 NORTH DR||HARTSHORNE|OK|74547|4277285|DISINF,OXIVIR TB,12/32OZ|1|11.33|CS||DRK4277285||||||
1|Empire Paper|||50053811|693813|2022-01-06|C111522|MSI Health Care||||||16926|Beare Manor Nursing Home|1300 NORTH DR||HARTSHORNE|OK|74547|4277285|DISINF,OXIVIR TB,12/32OZ|1|11.33|CS||DRK4277285||||||
1|Empire Paper|||50053811|693816|2022-01-06|C111522|MSI Health Care||||||16677|Muskogee Nursing Center|602 N M ST||MUSKOGEE|OK|74403|4329|DISINF,VIREX II 256,J-F,2/2.5L|5|8.97|CS||SCJ04329||||||
1|Empire Paper|||50053811|693816|2022-01-06|C111522|MSI Health Care||||||16677|Muskogee Nursing Center|602 N M ST||MUSKOGEE|OK|74403|5105047|FINISH,VECTRA,EBOX,5GL/CS|5|10.58|CS||SCJ5105047||||||
1|Empire Paper|||50053811|693816|2022-01-06|C111522|MSI Health Care||||||16677|Muskogee Nursing Center|602 N M ST||MUSKOGEE|OK|74403|95032360|STRIPPER,PRO STRIP HD,EBOX,5GL|6|14.65|CS||SCJ95032360||||||
1|Empire Paper|||50053795|693338|2022-01-04|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4578|BOWL CLNR,CREW CLING,12/32OZ|2|5.13|CS||DRK04578||||||
1|Empire Paper|||50053795|693340|2022-01-04|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|101103005|WWASH,SUMA CAL-X D5 DES,4GL/CS|3|23.84|CS||DRK101103005||||||
1|Empire Paper|||50053795|693340|2022-01-04|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|5756034|CLNR,J-512 SANITIZ,J-F,2/2.5L|2|32.23|CS||SCJ5756034||||||
1|Empire Paper|||50053795|693820|2022-01-06|C112068|Saint Francis Health System||||||35465|Saint Francis Hospital Muskogee|300 ROCKEFELLER DR||MUSKOGEE|OK|74401|95891789|CLNR,SPITFIRE POWER,12/32OZ|2|16.26|CS||SCJ95891789||||||
1|Empire Paper|||50053795|693834|2022-01-06|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|4277285|DISINF,OXIVIR TB,12/32OZ|1|13.63|CS||DRK4277285||||||
1|Empire Paper|||50053795|693949|2022-01-06|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4996466|FL CLNR,PROMINENCE,J-F,2/2.5L|2|19.03|CS||SCJ4996466||||||
1|Empire Paper|||50053795|694738|2022-01-11|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4963331|DISINF,OXIVIR FIVE,J-F,2/2.5L|1|16.9|CS||SCJ4963331||||||
1|Empire Paper|||50053795|695229|2022-01-13|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|4277285|DISINF,OXIVIR TB,12/32OZ|1|13.63|CS||DRK4277285||||||
1|Empire Paper|||50053795|695341|2022-01-13|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4996466|FL CLNR,PROMINENCE,J-F,2/2.5L|2|19.03|CS||SCJ4996466||||||
1|Empire Paper|||50053795|695341|2022-01-13|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4963331|DISINF,OXIVIR FIVE,J-F,2/2.5L|2|16.9|CS||SCJ4963331||||||
1|Empire Paper|||50053795|695942|2022-01-18|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|101104392|CLNR,CREW TILE GROUT,12/32OZ|5|12.72|CS||DRK101104392||||||
1|Empire Paper|||50053795|695946|2022-01-18|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|4277285|DISINF,OXIVIR TB,12/32OZ|1|13.63|CS||DRK4277285||||||
1|Empire Paper|||50053795|695949|2022-01-18|C112068|Saint Francis Health System||||||21596|Laureate Receiving|5353 E 68TH ST||TULSA|OK|74136|4578|BOWL CLNR,CREW CLING,12/32OZ|2|5.13|CS||DRK04578||||||
1|Empire Paper|||50053795|696557|2022-01-20|C112068|Saint Francis Health System||||||21438|Saint Francis Hospital South|10501 E 91ST ST||TULSA|OK|74133|4578|BOWL CLNR,CREW CLING,12/32OZ|2|5.13|CS||DRK04578||||||
1|Empire Paper|||50053795|696611|2022-01-20|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|101104392|CLNR,CREW TILE GROUT,12/32OZ|6|12.72|CS||DRK101104392||||||
1|Empire Paper|||50053795|696737|2022-01-20|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4963331|DISINF,OXIVIR FIVE,J-F,2/2.5L|2|16.9|CS||SCJ4963331||||||
1|Empire Paper|||50053795|696737|2022-01-20|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4996466|FL CLNR,PROMINENCE,J-F,2/2.5L|2|19.03|CS||SCJ4996466||||||
1|Empire Paper|||50053795|696737|2022-01-20|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4578|BOWL CLNR,CREW CLING,12/32OZ|1|5.13|CS||DRK04578||||||
1|Empire Paper|||50053795|697386|2022-01-25|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|4277285|DISINF,OXIVIR TB,12/32OZ|1|13.63|CS||DRK4277285||||||
1|Empire Paper|||50053795|697387|2022-01-25|C112068|Saint Francis Health System||||||21412|Saint Francis Hospital - Dock A Receiving|6161 S YALE AVE||TULSA|OK|74136|94512767|RESTORER,WIWAX MAINT SL,4GL/CS|16|24.76|CS||SCJ94512767||||||
1|Empire Paper|||50053795|697513|2022-01-25|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4963331|DISINF,OXIVIR FIVE,J-F,2/2.5L|1|16.9|CS||SCJ4963331||||||
1|Empire Paper|||50053795|697513|2022-01-25|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|4996466|FL CLNR,PROMINENCE,J-F,2/2.5L|1|19.03|CS||SCJ4996466||||||
1|Empire Paper|||50053795|697515|2022-01-25|C113309|Presbyterian Healthcare Services||||||28849|Presbyterian Healthcare Services|2100 N DR M L KING JR BLVD||CLOVIS|NM|88101|95891789|CLNR,SPITFIRE POWER,12/32OZ|1|16.26|CS||SCJ95891789||||||
1|Empire Paper|||50053812|693671|2022-01-05|C105978|Hemphill County Hospital||||||24584|Hemphill County Hospital|1020 S 4TH ST||CANADIAN|TX|79014|4743|DISINF,VIREX TB RTU,12QT/CS|1|9.48|CS||DRK04743||||||
1|Empire Paper|||50053812|694320|2022-01-08|C105978|Hemphill County Hospital||||||24584|Hemphill County Hospital|1020 S 4TH ST||CANADIAN|TX|79014|4743|DISINF,VIREX TB RTU,12QT/CS|1|9.48|CS||DRK04743||||||
1|Empire Paper|||50053812|697029|2022-01-21|C103280|Shamrock General Hospital||||||23710|Shamrock Gen Hosp|1000 S MAIN ST||SHAMROCK|TX|79079|4743|DISINF,VIREX TB RTU,12QT/CS|1|9.48|CS||DRK04743||||||
